speaker,condition,split,source_file,fragment_id,position_index,vad_region_index,start_sample,end_sample,start_time,end_time,duration,true_length,padded_length,padding_ratio,raw_file,tensor_file,total_fragments,relative_position
s1,noisy,train,s1_noisy_03.wav,4,4,0,18944,21120,1.184,1.32,0.136,2176,6336,0.6565656565656566,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_03\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_03\padded\fragment_004.npy,9,0.5
s1,noisy,train,s1_noisy_03.wav,5,5,0,21120,22656,1.32,1.416,0.096,1536,6336,0.7575757575757576,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_03\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_03\padded\fragment_005.npy,9,0.625
s1,noisy,train,s1_noisy_03.wav,6,6,0,22656,25600,1.416,1.6,0.184,2944,6336,0.5353535353535354,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_03\raw\fragment_006.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_03\padded\fragment_006.npy,9,0.75
s1,noisy,train,s1_noisy_03.wav,7,7,0,25600,30080,1.6,1.88,0.28,4480,6336,0.29292929292929293,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_03\raw\fragment_007.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_03\padded\fragment_007.npy,9,0.875
s1,noisy,train,s1_noisy_03.wav,8,8,0,30080,32768,1.88,2.048,0.168,2688,6336,0.5757575757575757,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_03\raw\fragment_008.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_03\padded\fragment_008.npy,9,1.0
s1,noisy,train,s1_noisy_04.wav,0,0,0,2048,5248,0.128,0.328,0.2,3200,6336,0.4949494949494949,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\padded\fragment_000.npy,13,0.0
s1,noisy,train,s1_noisy_04.wav,1,1,0,5248,7296,0.328,0.456,0.128,2048,6336,0.6767676767676767,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\padded\fragment_001.npy,13,0.08333333333333333
s1,noisy,train,s1_noisy_04.wav,2,2,0,7296,10368,0.456,0.648,0.192,3072,6336,0.5151515151515151,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\padded\fragment_002.npy,13,0.16666666666666666
s1,noisy,train,s1_noisy_04.wav,3,3,0,10368,12416,0.648,0.776,0.128,2048,6336,0.6767676767676767,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\padded\fragment_003.npy,13,0.25
s1,noisy,train,s1_noisy_04.wav,4,4,0,12416,15744,0.776,0.984,0.208,3328,6336,0.4747474747474747,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\padded\fragment_004.npy,13,0.3333333333333333
s1,noisy,train,s1_noisy_04.wav,5,5,0,15744,18560,0.984,1.16,0.176,2816,6336,0.5555555555555556,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\padded\fragment_005.npy,13,0.4166666666666667
s1,noisy,train,s1_noisy_04.wav,6,6,0,18560,19968,1.16,1.248,0.088,1408,6336,0.7777777777777778,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\raw\fragment_006.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\padded\fragment_006.npy,13,0.5
s1,noisy,train,s1_noisy_04.wav,7,7,0,19968,22016,1.248,1.376,0.128,2048,6336,0.6767676767676767,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\raw\fragment_007.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\padded\fragment_007.npy,13,0.5833333333333334
s1,noisy,train,s1_noisy_04.wav,8,8,0,22016,23936,1.376,1.496,0.12,1920,6336,0.696969696969697,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\raw\fragment_008.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\padded\fragment_008.npy,13,0.6666666666666666
s1,noisy,train,s1_noisy_04.wav,9,9,0,23936,26496,1.496,1.656,0.16,2560,6336,0.595959595959596,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\raw\fragment_009.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\padded\fragment_009.npy,13,0.75
s1,noisy,train,s1_noisy_04.wav,10,10,0,26496,31616,1.656,1.976,0.32,5120,6336,0.19191919191919193,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\raw\fragment_010.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\padded\fragment_010.npy,13,0.8333333333333334
s1,noisy,train,s1_noisy_04.wav,11,11,0,31616,34176,1.976,2.136,0.16,2560,6336,0.595959595959596,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\raw\fragment_011.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\padded\fragment_011.npy,13,0.9166666666666666
s1,noisy,train,s1_noisy_04.wav,12,12,0,34176,36864,2.136,2.304,0.168,2688,6336,0.5757575757575757,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\raw\fragment_012.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\padded\fragment_012.npy,13,1.0
s1,noisy,train,s1_noisy_05.wav,0,0,0,2048,9344,0.128,0.584,0.456,7296,6336,-0.1515151515151516,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\padded\fragment_000.npy,11,0.0
s1,noisy,train,s1_noisy_05.wav,1,1,0,9344,12416,0.584,0.776,0.192,3072,6336,0.5151515151515151,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\padded\fragment_001.npy,11,0.1
s1,noisy,train,s1_noisy_05.wav,2,2,0,12416,15872,0.776,0.992,0.216,3456,6336,0.4545454545454546,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\padded\fragment_002.npy,11,0.2
s1,noisy,train,s1_noisy_05.wav,3,3,0,15872,17792,0.992,1.112,0.12,1920,6336,0.696969696969697,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\padded\fragment_003.npy,11,0.3
s1,noisy,train,s1_noisy_05.wav,4,4,0,17792,21120,1.112,1.32,0.208,3328,6336,0.4747474747474747,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\padded\fragment_004.npy,11,0.4
s1,noisy,train,s1_noisy_05.wav,5,5,0,21120,23936,1.32,1.496,0.176,2816,6336,0.5555555555555556,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\padded\fragment_005.npy,11,0.5
s1,noisy,train,s1_noisy_05.wav,6,6,0,23936,26624,1.496,1.664,0.168,2688,6336,0.5757575757575757,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\raw\fragment_006.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\padded\fragment_006.npy,11,0.6
s1,noisy,train,s1_noisy_05.wav,7,7,0,26624,29824,1.664,1.864,0.2,3200,6336,0.4949494949494949,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\raw\fragment_007.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\padded\fragment_007.npy,11,0.7
s1,noisy,train,s1_noisy_05.wav,8,8,0,29824,32512,1.864,2.032,0.168,2688,6336,0.5757575757575757,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\raw\fragment_008.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\padded\fragment_008.npy,11,0.8
s1,noisy,train,s1_noisy_05.wav,9,9,0,32512,34048,2.032,2.128,0.096,1536,6336,0.7575757575757576,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\raw\fragment_009.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\padded\fragment_009.npy,11,0.9
s1,noisy,train,s1_noisy_05.wav,10,10,0,34048,35712,2.128,2.232,0.104,1664,6336,0.7373737373737373,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\raw\fragment_010.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\padded\fragment_010.npy,11,1.0
s1,noisy,train,s1_noisy_06.wav,0,0,0,2560,5120,0.16,0.32,0.16,2560,6336,0.595959595959596,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\padded\fragment_000.npy,10,0.0
s1,noisy,train,s1_noisy_06.wav,1,1,0,5120,9216,0.32,0.576,0.256,4096,6336,0.3535353535353535,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\padded\fragment_001.npy,10,0.1111111111111111
s1,noisy,train,s1_noisy_06.wav,2,2,0,9216,12160,0.576,0.76,0.184,2944,6336,0.5353535353535354,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\padded\fragment_002.npy,10,0.2222222222222222
s1,noisy,train,s1_noisy_06.wav,3,3,0,12160,14336,0.76,0.896,0.136,2176,6336,0.6565656565656566,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\padded\fragment_003.npy,10,0.3333333333333333
s1,noisy,train,s1_noisy_06.wav,4,4,0,14336,17792,0.896,1.112,0.216,3456,6336,0.4545454545454546,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\padded\fragment_004.npy,10,0.4444444444444444
s1,noisy,train,s1_noisy_06.wav,5,5,0,17792,20224,1.112,1.264,0.152,2432,6336,0.6161616161616161,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\padded\fragment_005.npy,10,0.5555555555555556
s1,noisy,train,s1_noisy_06.wav,6,6,0,20224,24448,1.264,1.528,0.264,4224,6336,0.33333333333333337,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\raw\fragment_006.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\padded\fragment_006.npy,10,0.6666666666666666
s1,noisy,train,s1_noisy_06.wav,7,7,0,24448,26368,1.528,1.648,0.12,1920,6336,0.696969696969697,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\raw\fragment_007.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\padded\fragment_007.npy,10,0.7777777777777778
s1,noisy,train,s1_noisy_06.wav,8,8,0,26368,33536,1.648,2.096,0.448,7168,6336,-0.13131313131313127,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\raw\fragment_008.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\padded\fragment_008.npy,10,0.8888888888888888
s1,noisy,train,s1_noisy_06.wav,9,9,0,33536,35840,2.096,2.24,0.144,2304,6336,0.6363636363636364,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\raw\fragment_009.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\padded\fragment_009.npy,10,1.0
s1,noisy,train,s1_noisy_07.wav,0,0,0,2560,5760,0.16,0.36,0.2,3200,6336,0.4949494949494949,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_07\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_07\padded\fragment_000.npy,6,0.0
s1,noisy,train,s1_noisy_07.wav,1,1,0,5760,13056,0.36,0.816,0.456,7296,6336,-0.1515151515151516,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_07\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_07\padded\fragment_001.npy,6,0.2
s1,noisy,train,s1_noisy_07.wav,2,2,0,13056,15232,0.816,0.952,0.136,2176,6336,0.6565656565656566,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_07\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_07\padded\fragment_002.npy,6,0.4
s1,noisy,train,s1_noisy_07.wav,3,3,0,15232,18816,0.952,1.176,0.224,3584,6336,0.43434343434343436,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_07\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_07\padded\fragment_003.npy,6,0.6
s1,noisy,train,s1_noisy_07.wav,4,4,0,18816,21376,1.176,1.336,0.16,2560,6336,0.595959595959596,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_07\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_07\padded\fragment_004.npy,6,0.8
s1,noisy,train,s1_noisy_07.wav,5,5,0,21376,26624,1.336,1.664,0.328,5248,6336,0.1717171717171717,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_07\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_07\padded\fragment_005.npy,6,1.0
s1,noisy,train,s1_noisy_08.wav,0,0,0,2560,11008,0.16,0.688,0.528,8448,6336,-0.33333333333333326,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_08\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_08\padded\fragment_000.npy,12,0.0
s1,noisy,train,s1_noisy_08.wav,1,1,0,11008,12928,0.688,0.808,0.12,1920,6336,0.696969696969697,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_08\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_08\padded\fragment_001.npy,12,0.09090909090909091
s1,noisy,train,s1_noisy_08.wav,2,2,0,12928,17152,0.808,1.072,0.264,4224,6336,0.33333333333333337,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_08\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_08\padded\fragment_002.npy,12,0.18181818181818182
s1,noisy,train,s1_noisy_08.wav,3,3,0,17152,18944,1.072,1.184,0.112,1792,6336,0.7171717171717171,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_08\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_08\padded\fragment_003.npy,12,0.2727272727272727
s1,noisy,train,s1_noisy_08.wav,4,4,0,18944,20480,1.184,1.28,0.096,1536,6336,0.7575757575757576,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_08\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_08\padded\fragment_004.npy,12,0.36363636363636365
s1,noisy,train,s1_noisy_08.wav,5,5,0,20480,22144,1.28,1.384,0.104,1664,6336,0.7373737373737373,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_08\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_08\padded\fragment_005.npy,12,0.45454545454545453
s1,noisy,train,s1_noisy_08.wav,6,6,0,22144,25600,1.384,1.6,0.216,3456,6336,0.4545454545454546,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_08\raw\fragment_006.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_08\padded\fragment_006.npy,12,0.5454545454545454
s1,noisy,train,s1_noisy_08.wav,7,7,0,25600,28928,1.6,1.808,0.208,3328,6336,0.4747474747474747,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_08\raw\fragment_007.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_08\padded\fragment_007.npy,12,0.6363636363636364
s1,noisy,train,s1_noisy_08.wav,8,8,0,28928,31872,1.808,1.992,0.184,2944,6336,0.5353535353535354,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_08\raw\fragment_008.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_08\padded\fragment_008.npy,12,0.7272727272727273
s1,noisy,train,s1_noisy_08.wav,9,9,0,31872,35712,1.992,2.232,0.24,3840,6336,0.3939393939393939,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_08\raw\fragment_009.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_08\padded\fragment_009.npy,12,0.8181818181818182
s1,noisy,train,s1_noisy_08.wav,10,10,0,35712,37632,2.232,2.352,0.12,1920,6336,0.696969696969697,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_08\raw\fragment_010.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_08\padded\fragment_010.npy,12,0.9090909090909091
s1,noisy,train,s1_noisy_08.wav,11,11,0,37632,39424,2.352,2.464,0.112,1792,6336,0.7171717171717171,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_08\raw\fragment_011.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_08\padded\fragment_011.npy,12,1.0
s2,clean,train,s2_clean_01.wav,0,0,0,10240,12160,0.64,0.76,0.12,1920,6336,0.696969696969697,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_01\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_01\padded\fragment_000.npy,5,0.0
s2,clean,train,s2_clean_01.wav,1,1,0,12160,16896,0.76,1.056,0.296,4736,6336,0.2525252525252525,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_01\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_01\padded\fragment_001.npy,5,0.25
s2,clean,train,s2_clean_01.wav,2,2,0,16896,19072,1.056,1.192,0.136,2176,6336,0.6565656565656566,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_01\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_01\padded\fragment_002.npy,5,0.5
s2,clean,train,s2_clean_01.wav,3,3,0,19072,22400,1.192,1.4,0.208,3328,6336,0.4747474747474747,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_01\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_01\padded\fragment_003.npy,5,0.75
s2,clean,train,s2_clean_01.wav,4,4,0,22400,29184,1.4,1.824,0.424,6784,6336,-0.07070707070707072,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_01\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_01\padded\fragment_004.npy,5,1.0
s2,clean,train,s2_clean_02.wav,0,0,0,3584,9088,0.224,0.568,0.344,5504,6336,0.13131313131313127,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_02\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_02\padded\fragment_000.npy,8,0.0
s2,clean,train,s2_clean_02.wav,1,1,0,9088,14464,0.568,0.904,0.336,5376,6336,0.1515151515151515,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_02\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_02\padded\fragment_001.npy,8,0.14285714285714285
s2,clean,train,s2_clean_02.wav,2,2,0,14464,18560,0.904,1.16,0.256,4096,6336,0.3535353535353535,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_02\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_02\padded\fragment_002.npy,8,0.2857142857142857
s2,clean,train,s2_clean_02.wav,3,3,0,18560,22656,1.16,1.416,0.256,4096,6336,0.3535353535353535,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_02\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_02\padded\fragment_003.npy,8,0.42857142857142855
s2,clean,train,s2_clean_02.wav,4,4,0,22656,23936,1.416,1.496,0.08,1280,6336,0.797979797979798,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_02\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_02\padded\fragment_004.npy,8,0.5714285714285714
s2,clean,train,s2_clean_02.wav,5,5,0,23936,27008,1.496,1.688,0.192,3072,6336,0.5151515151515151,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_02\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_02\padded\fragment_005.npy,8,0.7142857142857143
s2,clean,train,s2_clean_02.wav,6,6,0,27008,29312,1.688,1.832,0.144,2304,6336,0.6363636363636364,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_02\raw\fragment_006.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_02\padded\fragment_006.npy,8,0.8571428571428571
s2,clean,train,s2_clean_02.wav,7,7,0,29312,35499,1.832,2.2186875,0.3866875,6187,6336,0.023516414141414144,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_02\raw\fragment_007.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_02\padded\fragment_007.npy,8,1.0
s2,clean,train,s2_clean_03.wav,0,0,0,7168,11264,0.448,0.704,0.256,4096,6336,0.3535353535353535,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_03\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_03\padded\fragment_000.npy,8,0.0
s2,clean,train,s2_clean_03.wav,1,1,0,11264,15616,0.704,0.976,0.272,4352,6336,0.31313131313131315,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_03\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_03\padded\fragment_001.npy,8,0.14285714285714285
s2,clean,train,s2_clean_03.wav,2,2,0,15616,17792,0.976,1.112,0.136,2176,6336,0.6565656565656566,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_03\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_03\padded\fragment_002.npy,8,0.2857142857142857
s2,clean,train,s2_clean_03.wav,3,3,0,17792,19840,1.112,1.24,0.128,2048,6336,0.6767676767676767,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_03\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_03\padded\fragment_003.npy,8,0.42857142857142855
s2,clean,train,s2_clean_03.wav,4,4,0,19840,22400,1.24,1.4,0.16,2560,6336,0.595959595959596,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_03\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_03\padded\fragment_004.npy,8,0.5714285714285714
