speaker,condition,split,source_file,fragment_id,position_index,vad_region_index,start_sample,end_sample,start_time,end_time,duration,true_length,padded_length,padding_ratio,raw_file,tensor_file,total_fragments,relative_position,magnitude_shape,phase_shape,phase_sin_shape,phase_cos_shape,if_shape,modgd_shape,logmel_shape,mr_mag_256_shape,mr_phase_256_shape,mr_mag_512_shape,mr_phase_512_shape,mr_mag_1024_shape,mr_phase_1024_shape,available_features,sample_rate
s1,noisy,train,s1_noisy_04.wav,0,0,0,2048,5248,0.128,0.328,0.2,3200,6336,0.4949494949494949,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\padded\fragment_000.npy,13,0.0,"[513, 51]","[513, 51]","[513, 51]","[513, 51]","[513, 51]","[513, 51]","[80, 51]","[129, 101]","[129, 101]","[257, 51]","[257, 51]","[513, 26]","[513, 26]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,train,s1_noisy_04.wav,1,1,0,5248,7296,0.328,0.456,0.128,2048,6336,0.6767676767676767,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\padded\fragment_001.npy,13,0.0833333333333333,"[513, 33]","[513, 33]","[513, 33]","[513, 33]","[513, 33]","[513, 33]","[80, 33]","[129, 65]","[129, 65]","[257, 33]","[257, 33]","[513, 17]","[513, 17]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,train,s1_noisy_04.wav,2,2,0,7296,10368,0.456,0.648,0.192,3072,6336,0.5151515151515151,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\padded\fragment_002.npy,13,0.1666666666666666,"[513, 49]","[513, 49]","[513, 49]","[513, 49]","[513, 49]","[513, 49]","[80, 49]","[129, 97]","[129, 97]","[257, 49]","[257, 49]","[513, 25]","[513, 25]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,val,s1_noisy_04.wav,3,3,0,10368,12416,0.648,0.776,0.128,2048,6336,0.6767676767676767,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\padded\fragment_003.npy,13,0.25,"[513, 33]","[513, 33]","[513, 33]","[513, 33]","[513, 33]","[513, 33]","[80, 33]","[129, 65]","[129, 65]","[257, 33]","[257, 33]","[513, 17]","[513, 17]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,val,s1_noisy_04.wav,4,4,0,12416,15744,0.776,0.984,0.208,3328,6336,0.4747474747474747,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\padded\fragment_004.npy,13,0.3333333333333333,"[513, 53]","[513, 53]","[513, 53]","[513, 53]","[513, 53]","[513, 53]","[80, 53]","[129, 105]","[129, 105]","[257, 53]","[257, 53]","[513, 27]","[513, 27]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,train,s1_noisy_04.wav,5,5,0,15744,18560,0.984,1.16,0.176,2816,6336,0.5555555555555556,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\padded\fragment_005.npy,13,0.4166666666666667,"[513, 45]","[513, 45]","[513, 45]","[513, 45]","[513, 45]","[513, 45]","[80, 45]","[129, 89]","[129, 89]","[257, 45]","[257, 45]","[513, 23]","[513, 23]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,train,s1_noisy_04.wav,6,6,0,18560,19968,1.16,1.248,0.088,1408,6336,0.7777777777777778,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\raw\fragment_006.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\padded\fragment_006.npy,13,0.5,"[513, 23]","[513, 23]","[513, 23]","[513, 23]","[513, 23]","[513, 23]","[80, 23]","[129, 45]","[129, 45]","[257, 23]","[257, 23]","[513, 12]","[513, 12]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,train,s1_noisy_04.wav,7,7,0,19968,22016,1.248,1.376,0.128,2048,6336,0.6767676767676767,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\raw\fragment_007.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\padded\fragment_007.npy,13,0.5833333333333334,"[513, 33]","[513, 33]","[513, 33]","[513, 33]","[513, 33]","[513, 33]","[80, 33]","[129, 65]","[129, 65]","[257, 33]","[257, 33]","[513, 17]","[513, 17]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,train,s1_noisy_04.wav,8,8,0,22016,23936,1.376,1.496,0.12,1920,6336,0.696969696969697,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\raw\fragment_008.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\padded\fragment_008.npy,13,0.6666666666666666,"[513, 31]","[513, 31]","[513, 31]","[513, 31]","[513, 31]","[513, 31]","[80, 31]","[129, 61]","[129, 61]","[257, 31]","[257, 31]","[513, 16]","[513, 16]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,train,s1_noisy_04.wav,9,9,0,23936,26496,1.496,1.656,0.16,2560,6336,0.595959595959596,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\raw\fragment_009.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\padded\fragment_009.npy,13,0.75,"[513, 41]","[513, 41]","[513, 41]","[513, 41]","[513, 41]","[513, 41]","[80, 41]","[129, 81]","[129, 81]","[257, 41]","[257, 41]","[513, 21]","[513, 21]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,train,s1_noisy_04.wav,10,10,0,26496,31616,1.656,1.976,0.32,5120,6336,0.1919191919191919,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\raw\fragment_010.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\padded\fragment_010.npy,13,0.8333333333333334,"[513, 81]","[513, 81]","[513, 81]","[513, 81]","[513, 81]","[513, 81]","[80, 81]","[129, 161]","[129, 161]","[257, 81]","[257, 81]","[513, 41]","[513, 41]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,train,s1_noisy_04.wav,11,11,0,31616,34176,1.976,2.136,0.16,2560,6336,0.595959595959596,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\raw\fragment_011.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\padded\fragment_011.npy,13,0.9166666666666666,"[513, 41]","[513, 41]","[513, 41]","[513, 41]","[513, 41]","[513, 41]","[80, 41]","[129, 81]","[129, 81]","[257, 41]","[257, 41]","[513, 21]","[513, 21]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,train,s1_noisy_04.wav,12,12,0,34176,36864,2.136,2.304,0.168,2688,6336,0.5757575757575757,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\raw\fragment_012.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_04\padded\fragment_012.npy,13,1.0,"[513, 43]","[513, 43]","[513, 43]","[513, 43]","[513, 43]","[513, 43]","[80, 43]","[129, 85]","[129, 85]","[257, 43]","[257, 43]","[513, 22]","[513, 22]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,train,s1_noisy_05.wav,0,0,0,2048,9344,0.128,0.584,0.456,7296,6336,-0.1515151515151516,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\padded\fragment_000.npy,11,0.0,"[513, 115]","[513, 115]","[513, 115]","[513, 115]","[513, 115]","[513, 115]","[80, 115]","[129, 229]","[129, 229]","[257, 115]","[257, 115]","[513, 58]","[513, 58]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,train,s1_noisy_05.wav,1,1,0,9344,12416,0.584,0.776,0.192,3072,6336,0.5151515151515151,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\padded\fragment_001.npy,11,0.1,"[513, 49]","[513, 49]","[513, 49]","[513, 49]","[513, 49]","[513, 49]","[80, 49]","[129, 97]","[129, 97]","[257, 49]","[257, 49]","[513, 25]","[513, 25]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,train,s1_noisy_05.wav,2,2,0,12416,15872,0.776,0.992,0.216,3456,6336,0.4545454545454546,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\padded\fragment_002.npy,11,0.2,"[513, 55]","[513, 55]","[513, 55]","[513, 55]","[513, 55]","[513, 55]","[80, 55]","[129, 109]","[129, 109]","[257, 55]","[257, 55]","[513, 28]","[513, 28]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,train,s1_noisy_05.wav,3,3,0,15872,17792,0.992,1.112,0.12,1920,6336,0.696969696969697,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\padded\fragment_003.npy,11,0.3,"[513, 31]","[513, 31]","[513, 31]","[513, 31]","[513, 31]","[513, 31]","[80, 31]","[129, 61]","[129, 61]","[257, 31]","[257, 31]","[513, 16]","[513, 16]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,val,s1_noisy_05.wav,4,4,0,17792,21120,1.112,1.32,0.208,3328,6336,0.4747474747474747,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\padded\fragment_004.npy,11,0.4,"[513, 53]","[513, 53]","[513, 53]","[513, 53]","[513, 53]","[513, 53]","[80, 53]","[129, 105]","[129, 105]","[257, 53]","[257, 53]","[513, 27]","[513, 27]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,train,s1_noisy_05.wav,5,5,0,21120,23936,1.32,1.496,0.176,2816,6336,0.5555555555555556,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\padded\fragment_005.npy,11,0.5,"[513, 45]","[513, 45]","[513, 45]","[513, 45]","[513, 45]","[513, 45]","[80, 45]","[129, 89]","[129, 89]","[257, 45]","[257, 45]","[513, 23]","[513, 23]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,train,s1_noisy_05.wav,6,6,0,23936,26624,1.496,1.664,0.168,2688,6336,0.5757575757575757,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\raw\fragment_006.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\padded\fragment_006.npy,11,0.6,"[513, 43]","[513, 43]","[513, 43]","[513, 43]","[513, 43]","[513, 43]","[80, 43]","[129, 85]","[129, 85]","[257, 43]","[257, 43]","[513, 22]","[513, 22]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,val,s1_noisy_05.wav,7,7,0,26624,29824,1.664,1.864,0.2,3200,6336,0.4949494949494949,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\raw\fragment_007.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\padded\fragment_007.npy,11,0.7,"[513, 51]","[513, 51]","[513, 51]","[513, 51]","[513, 51]","[513, 51]","[80, 51]","[129, 101]","[129, 101]","[257, 51]","[257, 51]","[513, 26]","[513, 26]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,train,s1_noisy_05.wav,8,8,0,29824,32512,1.864,2.032,0.168,2688,6336,0.5757575757575757,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\raw\fragment_008.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\padded\fragment_008.npy,11,0.8,"[513, 43]","[513, 43]","[513, 43]","[513, 43]","[513, 43]","[513, 43]","[80, 43]","[129, 85]","[129, 85]","[257, 43]","[257, 43]","[513, 22]","[513, 22]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,train,s1_noisy_05.wav,9,9,0,32512,34048,2.032,2.128,0.096,1536,6336,0.7575757575757576,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\raw\fragment_009.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\padded\fragment_009.npy,11,0.9,"[513, 25]","[513, 25]","[513, 25]","[513, 25]","[513, 25]","[513, 25]","[80, 25]","[129, 49]","[129, 49]","[257, 25]","[257, 25]","[513, 13]","[513, 13]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,val,s1_noisy_05.wav,10,10,0,34048,35712,2.128,2.232,0.104,1664,6336,0.7373737373737373,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\raw\fragment_010.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_05\padded\fragment_010.npy,11,1.0,"[513, 27]","[513, 27]","[513, 27]","[513, 27]","[513, 27]","[513, 27]","[80, 27]","[129, 53]","[129, 53]","[257, 27]","[257, 27]","[513, 14]","[513, 14]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,val,s1_noisy_06.wav,0,0,0,2560,5120,0.16,0.32,0.16,2560,6336,0.595959595959596,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\padded\fragment_000.npy,10,0.0,"[513, 41]","[513, 41]","[513, 41]","[513, 41]","[513, 41]","[513, 41]","[80, 41]","[129, 81]","[129, 81]","[257, 41]","[257, 41]","[513, 21]","[513, 21]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,train,s1_noisy_06.wav,1,1,0,5120,9216,0.32,0.576,0.256,4096,6336,0.3535353535353535,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\padded\fragment_001.npy,10,0.1111111111111111,"[513, 65]","[513, 65]","[513, 65]","[513, 65]","[513, 65]","[513, 65]","[80, 65]","[129, 129]","[129, 129]","[257, 65]","[257, 65]","[513, 33]","[513, 33]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,val,s1_noisy_06.wav,2,2,0,9216,12160,0.576,0.76,0.184,2944,6336,0.5353535353535354,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\padded\fragment_002.npy,10,0.2222222222222222,"[513, 47]","[513, 47]","[513, 47]","[513, 47]","[513, 47]","[513, 47]","[80, 47]","[129, 93]","[129, 93]","[257, 47]","[257, 47]","[513, 24]","[513, 24]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,train,s1_noisy_06.wav,3,3,0,12160,14336,0.76,0.896,0.136,2176,6336,0.6565656565656566,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\padded\fragment_003.npy,10,0.3333333333333333,"[513, 35]","[513, 35]","[513, 35]","[513, 35]","[513, 35]","[513, 35]","[80, 35]","[129, 69]","[129, 69]","[257, 35]","[257, 35]","[513, 18]","[513, 18]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,train,s1_noisy_06.wav,4,4,0,14336,17792,0.896,1.112,0.216,3456,6336,0.4545454545454546,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\padded\fragment_004.npy,10,0.4444444444444444,"[513, 55]","[513, 55]","[513, 55]","[513, 55]","[513, 55]","[513, 55]","[80, 55]","[129, 109]","[129, 109]","[257, 55]","[257, 55]","[513, 28]","[513, 28]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,train,s1_noisy_06.wav,5,5,0,17792,20224,1.112,1.264,0.152,2432,6336,0.6161616161616161,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\padded\fragment_005.npy,10,0.5555555555555556,"[513, 39]","[513, 39]","[513, 39]","[513, 39]","[513, 39]","[513, 39]","[80, 39]","[129, 77]","[129, 77]","[257, 39]","[257, 39]","[513, 20]","[513, 20]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,val,s1_noisy_06.wav,6,6,0,20224,24448,1.264,1.528,0.264,4224,6336,0.3333333333333333,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\raw\fragment_006.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\padded\fragment_006.npy,10,0.6666666666666666,"[513, 67]","[513, 67]","[513, 67]","[513, 67]","[513, 67]","[513, 67]","[80, 67]","[129, 133]","[129, 133]","[257, 67]","[257, 67]","[513, 34]","[513, 34]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,train,s1_noisy_06.wav,7,7,0,24448,26368,1.528,1.648,0.12,1920,6336,0.696969696969697,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\raw\fragment_007.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\padded\fragment_007.npy,10,0.7777777777777778,"[513, 31]","[513, 31]","[513, 31]","[513, 31]","[513, 31]","[513, 31]","[80, 31]","[129, 61]","[129, 61]","[257, 31]","[257, 31]","[513, 16]","[513, 16]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,train,s1_noisy_06.wav,8,8,0,26368,33536,1.648,2.096,0.448,7168,6336,-0.1313131313131312,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\raw\fragment_008.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\padded\fragment_008.npy,10,0.8888888888888888,"[513, 113]","[513, 113]","[513, 113]","[513, 113]","[513, 113]","[513, 113]","[80, 113]","[129, 225]","[129, 225]","[257, 113]","[257, 113]","[513, 57]","[513, 57]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,train,s1_noisy_06.wav,9,9,0,33536,35840,2.096,2.24,0.144,2304,6336,0.6363636363636364,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\raw\fragment_009.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_06\padded\fragment_009.npy,10,1.0,"[513, 37]","[513, 37]","[513, 37]","[513, 37]","[513, 37]","[513, 37]","[80, 37]","[129, 73]","[129, 73]","[257, 37]","[257, 37]","[513, 19]","[513, 19]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s1,noisy,train,s1_noisy_07.wav,0,0,0,2560,5760,0.16,0.36,0.2,3200,6336,0.4949494949494949,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_07\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_1\s1_noisy_07\padded\fragment_000.npy,6,0.0,"[513, 51]","[513, 51]","[513, 51]","[513, 51]","[513, 51]","[513, 51]","[80, 51]","[129, 101]","[129, 101]","[257, 51]","[257, 51]","[513, 26]","[513, 26]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
